S2B_MSIL2A_20171206T094349_84_21,Serbia
S2A_MSIL2A_20170704T112111_8_69,Portugal
S2B_MSIL2A_20171206T094349_82_29,Serbia
S2B_MSIL2A_20180515T112109_35_79,Portugal
S2B_MSIL2A_20180204T094159_74_73,Finland
S2A_MSIL2A_20180509T101031_58_83,Finland
S2B_MSIL2A_20180515T112109_46_56,Portugal
S2A_MSIL2A_20171201T112431_61_11,Portugal
S2B_MSIL2A_20180502T093039_17_38,Serbia
S2B_MSIL2A_20180515T112109_85_40,Portugal
S2A_MSIL2A_20170803T094031_69_15,Serbia
S2A_MSIL2A_20180430T094031_41_15,Serbia
S2B_MSIL2A_20180515T112109_2_9,Portugal
S2B_MSIL2A_20170914T093029_6_45,Serbia
S2B_MSIL2A_20170911T092019_18_44,Serbia
S2B_MSIL2A_20180515T112109_34_40,Portugal
S2A_MSIL2A_20170613T101032_37_51,Finland
S2B_MSIL2A_20171206T094349_72_60,Serbia
S2B_MSIL2A_20171206T094349_77_4,Serbia
S2B_MSIL2A_20180515T112109_3_47,Portugal
S2A_MSIL2A_20180430T094031_64_25,Serbia
S2B_MSIL2A_20180515T112109_88_51,Portugal
S2A_MSIL2A_20180430T094031_54_6,Serbia
S2B_MSIL2A_20180522T093029_47_22,Finland
S2B_MSIL2A_20170924T93020_69_3,Finland
S2B_MSIL2A_20180422T093029_78_77,Serbia
S2B_MSIL2A_20170914T093029_61_53,Serbia
S2A_MSIL2A_20171121T112351_5_73,Portugal
S2A_MSIL2A_20170803T094031_77_34,Serbia
S2B_MSIL2A_20180515T112109_11_55,Portugal
S2B_MSIL2A_20180515T112109_35_8,Portugal
S2A_MSIL2A_20180430T094031_86_37,Serbia
S2A_MSIL2A_20171101T94132_74_73,Finland
S2A_MSIL2A_20170905T095031_89_45,Finland
S2B_MSIL2A_20180515T112109_55_4,Portugal
S2B_MSIL2A_20180515T112109_6_51,Portugal
S2B_MSIL2A_20180502T093039_22_74,Serbia
S2B_MSIL2A_20170906T101019_86_59,Finland
S2B_MSIL2A_20180511T100029_90_34,Finland
S2B_MSIL2A_20180515T112109_33_36,Portugal
S2B_MSIL2A_20180515T112109_53_49,Portugal
S2A_MSIL2A_20170701T093031_22_90,Finland
S2A_MSIL2A_20180526T100031_51_6,Finland
S2A_MSIL2A_20170701T093031_33_26,Finland
S2B_MSIL2A_20171206T094349_49_7,Serbia
S2A_MSIL2A_20170803T094031_69_59,Serbia
S2A_MSIL2A_20171002T094031_86_38,Serbia
S2A_MSIL2A_20180430T094031_49_14,Serbia
S2A_MSIL2A_20180419T101031_85_60,Finland
S2B_MSIL2A_20170924T93021_63_34,Finland
S2B_MSIL2A_20180525T94030_61_4,Finland
S2B_MSIL2A_20180515T112109_64_81,Portugal
S2A_MSIL2A_20170613T101032_71_76,Finland
S2A_MSIL2A_20170701T093031_28_45,Finland
S2A_MSIL2A_20170905T95032_20_53,Finland
S2B_MSIL2A_20180522T093029_32_17,Finland
S2A_MSIL2A_20171208T093351_79_65,Serbia
S2A_MSIL2A_20170905T095031_62_47,Finland
S2A_MSIL2A_20170803T094031_82_10,Serbia
S2A_MSIL2A_20170613T101031_88_1,Finland
S2B_MSIL2A_20180525T94031_30_41,Finland
S2B_MSIL2A_20180515T112109_71_13,Portugal
S2B_MSIL2A_20171206T094349_40_15,Serbia
S2A_MSIL2A_20170613T101031_44_24,Finland
S2A_MSIL2A_20180527T093041_85_17,Finland
S2B_MSIL2A_20180515T112110_10_65,Portugal
S2B_MSIL2A_20180515T112109_60_46,Portugal
S2A_MSIL2A_20171002T094031_82_11,Serbia
S2B_MSIL2A_20170914T093029_57_57,Serbia
S2B_MSIL2A_20180204T094159_75_73,Finland
S2B_MSIL2A_20180511T100029_18_28,Finland
S2A_MSIL2A_20170803T094031_80_2,Serbia
S2A_MSIL2A_20180205T100211_37_37,Finland
S2B_MSIL2A_20180515T112109_37_51,Portugal
S2B_MSIL2A_20170825T093029_86_59,Serbia
S2A_MSIL2A_20170803T094031_51_50,Serbia
S2B_MSIL2A_20170914T093029_60_74,Serbia
S2B_MSIL2A_20170911T092019_30_1,Serbia
S2A_MSIL2A_20171121T112351_14_61,Portugal
S2B_MSIL2A_20180515T112109_68_33,Portugal
S2B_MSIL2A_20180204T094159_9_23,Finland
S2A_MSIL2A_20180430T094031_84_18,Serbia
S2B_MSIL2A_20180522T093029_46_20,Finland
S2B_MSIL2A_20180515T112109_4_28,Portugal
S2A_MSIL2A_20180419T101031_7_81,Finland
S2B_MSIL2A_20170924T093019_4_52,Finland
S2B_MSIL2A_20180515T112109_16_1,Portugal
S2A_MSIL2A_20180419T101031_3_76,Finland
S2A_MSIL2A_20170803T094031_87_34,Serbia
S2A_MSIL2A_20171101T94132_27_62,Finland
S2A_MSIL2A_20171002T094031_86_23,Serbia
S2B_MSIL2A_20180521T100029_2_63,Finland
S2B_MSIL2A_20180515T112109_24_50,Portugal
S2A_MSIL2A_20170704T112111_85_24,Portugal
S2B_MSIL2A_20171206T094349_48_82,Serbia
S2A_MSIL2A_20171002T094031_63_41,Serbia
S2B_MSIL2A_20180515T112109_26_34,Portugal
S2B_MSIL2A_20180515T112109_87_88,Portugal
S2A_MSIL2A_20171002T094031_69_53,Serbia
S2A_MSIL2A_20170701T093031_31_58,Finland
S2A_MSIL2A_20171002T094031_75_14,Serbia
S2B_MSIL2A_20180515T112109_36_17,Portugal
S2B_MSIL2A_20171206T094349_88_5,Serbia
S2B_MSIL2A_20170914T093029_49_22,Serbia
S2B_MSIL2A_20180515T112109_59_39,Portugal
S2B_MSIL2A_20171206T094349_78_7,Serbia
S2A_MSIL2A_20170613T101031_88_6,Finland
S2B_MSIL2A_20180515T112109_19_80,Portugal
S2B_MSIL2A_20180515T112109_26_31,Portugal
S2A_MSIL2A_20180430T094031_42_86,Serbia
S2B_MSIL2A_20180525T94030_52_5,Finland
S2A_MSIL2A_20171002T094031_56_50,Serbia
S2B_MSIL2A_20171206T094349_61_62,Serbia
S2A_MSIL2A_20170813T112121_68_42,Portugal
S2B_MSIL2A_20170924T93020_73_9,Finland
S2B_MSIL2A_20170814T100029_51_56,Finland
S2A_MSIL2A_20170803T094031_66_27,Serbia
S2B_MSIL2A_20170906T101019_86_37,Finland
S2A_MSIL2A_20171002T094031_71_87,Serbia
S2B_MSIL2A_20180515T112109_9_27,Portugal
S2B_MSIL2A_20180515T112109_76_66,Portugal
S2B_MSIL2A_20180525T94030_64_13,Finland
S2B_MSIL2A_20170709T094029_27_36,Finland
S2A_MSIL2A_20171221T112501_74_42,Portugal
S2A_MSIL2A_20170905T095031_61_57,Finland
S2B_MSIL2A_20180204T94161_0_18,Finland
S2A_MSIL2A_20170704T112111_32_36,Portugal
S2B_MSIL2A_20180515T112109_59_31,Portugal
S2A_MSIL2A_20170803T094031_71_59,Serbia
S2B_MSIL2A_20180502T093039_48_28,Serbia
S2B_MSIL2A_20180515T112109_52_58,Portugal
S2B_MSIL2A_20180525T94030_8_78,Finland
S2A_MSIL2A_20170701T093031_74_67,Finland
S2B_MSIL2A_20180422T093029_10_33,Serbia
S2B_MSIL2A_20180515T112109_54_5,Portugal
S2B_MSIL2A_20180515T112109_14_17,Portugal
S2B_MSIL2A_20180525T94030_71_39,Finland
S2A_MSIL2A_20180430T094031_84_52,Serbia
S2A_MSIL2A_20180527T093041_7_82,Finland
S2B_MSIL2A_20180515T112109_25_48,Portugal
S2A_MSIL2A_20171002T094031_72_25,Serbia
S2B_MSIL2A_20180422T093029_10_72,Serbia
S2B_MSIL2A_20180515T112109_87_43,Portugal
S2B_MSIL2A_20180525T94031_84_13,Finland
S2A_MSIL2A_20180430T094031_67_5,Serbia
S2B_MSIL2A_20180515T112109_69_17,Portugal
S2B_MSIL2A_20180201T093219_42_45,Serbia
S2B_MSIL2A_20180525T94031_22_20,Finland
S2B_MSIL2A_20171206T094349_46_35,Serbia
S2A_MSIL2A_20170813T112121_56_87,Portugal
S2A_MSIL2A_20180430T094031_69_52,Serbia
S2B_MSIL2A_20180515T112109_50_20,Portugal
S2A_MSIL2A_20180205T100211_13_18,Finland
S2A_MSIL2A_20171002T094031_70_84,Serbia
S2B_MSIL2A_20180422T093029_23_17,Serbia
S2A_MSIL2A_20180430T094031_35_13,Serbia
S2A_MSIL2A_20171002T094031_39_9,Serbia
S2B_MSIL2A_20180515T112109_3_67,Portugal
S2B_MSIL2A_20180224T112109_8_58,Portugal
S2B_MSIL2A_20170924T093019_8_25,Finland
S2B_MSIL2A_20180515T112109_59_8,Portugal
S2B_MSIL2A_20180509T092029_5_21,Serbia
S2A_MSIL2A_20171002T112111_7_50,Portugal
S2A_MSIL2A_20180430T094031_59_62,Serbia
S2A_MSIL2A_20170905T95032_3_25,Finland
S2B_MSIL2A_20180515T112109_38_54,Portugal
S2B_MSIL2A_20170914T093029_52_24,Serbia
S2B_MSIL2A_20171226T094359_61_84,Serbia
S2B_MSIL2A_20170911T092019_5_20,Serbia
S2B_MSIL2A_20180502T093039_30_58,Serbia
S2A_MSIL2A_20171221T112501_2_75,Portugal
S2B_MSIL2A_20170818T112109_53_12,Portugal
S2B_MSIL2A_20180515T112109_14_28,Portugal
S2A_MSIL2A_20180430T094031_77_62,Serbia
S2B_MSIL2A_20170924T093019_55_44,Finland
S2B_MSIL2A_20170709T094029_61_64,Finland
S2B_MSIL2A_20171206T094349_36_36,Serbia
S2B_MSIL2A_20170825T093029_90_53,Serbia
S2A_MSIL2A_20171002T094031_80_83,Serbia
S2A_MSIL2A_20180509T101031_76_56,Finland
S2A_MSIL2A_20171101T94132_65_71,Finland
S2B_MSIL2A_20180521T100029_29_26,Finland
S2A_MSIL2A_20171002T094031_49_60,Serbia
S2B_MSIL2A_20180515T112109_16_46,Portugal
S2B_MSIL2A_20170709T094029_80_56,Finland
S2A_MSIL2A_20170803T094031_82_8,Serbia
S2A_MSIL2A_20180526T100031_70_16,Finland
S2B_MSIL2A_20180515T112109_77_82,Portugal
S2B_MSIL2A_20171206T094349_60_58,Serbia
S2B_MSIL2A_20180525T094029_31_80,Finland
S2B_MSIL2A_20170924T93021_33_52,Finland
S2B_MSIL2A_20180502T093039_29_59,Serbia
S2A_MSIL2A_20170701T093031_31_29,Finland
S2B_MSIL2A_20180204T094159_34_54,Finland
S2A_MSIL2A_20171121T112351_22_87,Portugal
S2B_MSIL2A_20170709T094029_83_13,Finland
S2A_MSIL2A_20171121T112351_0_45,Portugal
S2B_MSIL2A_20180515T112109_22_87,Portugal
S2B_MSIL2A_20180417T102019_74_32,Finland
S2B_MSIL2A_20171206T094349_63_67,Serbia
S2B_MSIL2A_20180515T112109_45_68,Portugal
S2A_MSIL2A_20171002T094031_69_21,Serbia
S2A_MSIL2A_20170803T094031_52_14,Serbia
S2B_MSIL2A_20170906T101019_72_59,Finland
S2B_MSIL2A_20180515T112109_25_27,Portugal
S2A_MSIL2A_20170803T094031_83_55,Serbia
S2A_MSIL2A_20180430T094031_61_87,Serbia
S2B_MSIL2A_20180515T112109_10_54,Portugal
S2B_MSIL2A_20180515T112109_86_78,Portugal
S2B_MSIL2A_20180515T112109_72_47,Portugal
S2B_MSIL2A_20171206T094349_80_89,Serbia
S2B_MSIL2A_20180511T100029_3_1,Finland
S2B_MSIL2A_20180417T102019_35_65,Finland
S2A_MSIL2A_20180526T100031_42_10,Finland
S2B_MSIL2A_20170924T93020_55_58,Finland
S2A_MSIL2A_20180526T100031_61_5,Finland
S2B_MSIL2A_20180515T112109_11_15,Portugal
S2B_MSIL2A_20180326T112109_40_80,Portugal
S2B_MSIL2A_20170914T093029_69_63,Serbia
S2B_MSIL2A_20180201T093219_13_85,Serbia
S2A_MSIL2A_20171002T094031_71_30,Serbia
S2A_MSIL2A_20180526T100031_60_77,Finland
S2B_MSIL2A_20171019T102019_84_63,Finland
S2B_MSIL2A_20171019T102019_70_76,Finland
S2B_MSIL2A_20180515T112109_23_57,Portugal
S2B_MSIL2A_20171226T094359_64_86,Serbia
S2A_MSIL2A_20180205T100211_11_20,Finland
S2B_MSIL2A_20171206T094349_73_14,Serbia
S2B_MSIL2A_20180521T100029_41_33,Finland
S2B_MSIL2A_20180522T093029_48_27,Finland
S2A_MSIL2A_20180430T094031_87_38,Serbia
S2B_MSIL2A_20180515T112109_16_13,Portugal
S2A_MSIL2A_20170803T094031_72_5,Serbia
S2B_MSIL2A_20180515T112109_71_66,Portugal
S2A_MSIL2A_20171221T112501_11_74,Portugal
S2A_MSIL2A_20170803T094031_52_11,Serbia
S2A_MSIL2A_20171002T094031_63_50,Serbia
S2A_MSIL2A_20171002T094031_36_36,Serbia
S2A_MSIL2A_20170803T094031_85_60,Serbia
S2B_MSIL2A_20180515T112109_10_37,Portugal
S2A_MSIL2A_20171002T112112_19_89,Portugal
S2B_MSIL2A_20170914T93030_30_74,Serbia
S2B_MSIL2A_20170924T93021_24_78,Finland
S2B_MSIL2A_20180525T94030_24_41,Finland
S2B_MSIL2A_20180515T112109_3_60,Portugal
S2A_MSIL2A_20171121T112351_14_86,Portugal
S2B_MSIL2A_20180511T100029_54_60,Finland
S2A_MSIL2A_20171221T112501_47_64,Portugal
S2B_MSIL2A_20180515T112109_52_51,Portugal
S2B_MSIL2A_20171206T094349_83_18,Serbia
S2B_MSIL2A_20180515T112109_0_83,Portugal
S2B_MSIL2A_20171206T094349_64_2,Serbia
S2A_MSIL2A_20170803T094031_52_34,Serbia
S2A_MSIL2A_20180430T094031_77_28,Serbia
S2B_MSIL2A_20170719T094029_79_82,Serbia
S2B_MSIL2A_20171206T094349_59_56,Serbia
S2A_MSIL2A_20170613T101031_56_5,Finland
S2A_MSIL2A_20171201T112431_67_16,Portugal
S2B_MSIL2A_20180515T112109_5_88,Portugal
S2A_MSIL2A_20180430T094031_52_12,Serbia
S2B_MSIL2A_20180521T100029_60_88,Finland
S2A_MSIL2A_20171208T093351_87_52,Serbia
S2A_MSIL2A_20170803T094031_67_55,Serbia
S2B_MSIL2A_20170709T094029_88_90,Finland
S2A_MSIL2A_20180527T093041_88_7,Finland
S2B_MSIL2A_20180515T112109_42_75,Portugal
S2A_MSIL2A_20170704T112111_33_35,Portugal
S2B_MSIL2A_20180515T112109_28_81,Portugal
S2B_MSIL2A_20180511T100029_65_71,Finland
S2A_MSIL2A_20180430T094031_83_12,Serbia
S2B_MSIL2A_20170725T100029_9_65,Finland
S2A_MSIL2A_20180430T094031_85_60,Serbia
S2B_MSIL2A_20180422T093029_1_4,Serbia
S2B_MSIL2A_20170906T101019_34_50,Finland
S2A_MSIL2A_20170803T094031_40_8,Serbia
S2B_MSIL2A_20180515T094029_43_70,Finland
S2B_MSIL2A_20171206T094349_89_42,Serbia
S2B_MSIL2A_20170719T094029_74_77,Serbia
S2A_MSIL2A_20170813T112121_86_27,Portugal
S2B_MSIL2A_20180326T112109_46_50,Portugal
S2B_MSIL2A_20170924T93021_32_59,Finland
S2B_MSIL2A_20180525T94030_4_1,Finland
S2B_MSIL2A_20171206T094349_54_47,Serbia
S2A_MSIL2A_20180527T093041_50_22,Finland
S2B_MSIL2A_20170914T093029_64_9,Serbia
S2A_MSIL2A_20180430T094031_41_39,Serbia
S2B_MSIL2A_20170906T101019_81_47,Finland
S2B_MSIL2A_20171206T094349_45_28,Serbia
S2B_MSIL2A_20180515T112109_1_49,Portugal
S2B_MSIL2A_20180502T093039_31_72,Serbia
S2A_MSIL2A_20180430T094031_67_56,Serbia
S2B_MSIL2A_20180502T093039_38_49,Serbia
S2B_MSIL2A_20180515T112110_20_9,Portugal
S2A_MSIL2A_20180430T094031_75_70,Serbia
S2A_MSIL2A_20180419T101031_21_82,Finland
S2A_MSIL2A_20170803T094031_86_1,Serbia
S2B_MSIL2A_20180515T112109_18_41,Portugal
S2B_MSIL2A_20180515T112109_11_23,Portugal
S2A_MSIL2A_20171221T112501_33_35,Portugal
S2A_MSIL2A_20171002T112112_81_22,Portugal
S2A_MSIL2A_20180430T094031_82_7,Serbia
S2B_MSIL2A_20171206T094349_46_20,Serbia
S2A_MSIL2A_20171002T112112_1_60,Portugal
S2B_MSIL2A_20170825T093029_21_8,Serbia
S2A_MSIL2A_20170813T112121_1_53,Portugal
S2B_MSIL2A_20170817T101019_50_10,Finland
S2B_MSIL2A_20170906T101019_67_30,Finland
S2B_MSIL2A_20170924T093019_58_4,Finland
S2B_MSIL2A_20170924T093019_7_23,Finland
S2B_MSIL2A_20180515T112109_60_39,Portugal
S2B_MSIL2A_20180515T112109_49_30,Portugal
S2A_MSIL2A_20170803T094031_67_24,Serbia
S2B_MSIL2A_20171206T094349_72_45,Serbia
S2B_MSIL2A_20180502T093039_33_34,Serbia
S2B_MSIL2A_20180502T093039_24_74,Serbia
S2A_MSIL2A_20171101T094131_31_32,Finland
S2A_MSIL2A_20170803T094031_51_10,Serbia
S2B_MSIL2A_20180515T112109_88_82,Portugal
S2B_MSIL2A_20180515T112109_10_7,Portugal
S2B_MSIL2A_20180204T094159_10_53,Finland
S2B_MSIL2A_20170830T102019_77_50,Finland
S2A_MSIL2A_20171002T094031_52_39,Serbia
S2B_MSIL2A_20171226T094359_81_90,Serbia
S2A_MSIL2A_20170803T094031_69_9,Serbia
S2A_MSIL2A_20171208T093351_24_37,Serbia
S2B_MSIL2A_20180201T093219_30_58,Serbia
S2B_MSIL2A_20180515T112109_65_55,Portugal
S2B_MSIL2A_20180515T112109_86_21,Portugal
S2B_MSIL2A_20180515T112109_52_28,Portugal
S2A_MSIL2A_20180205T100211_15_15,Finland
S2B_MSIL2A_20170906T101019_31_73,Finland
S2B_MSIL2A_20180521T100029_26_42,Finland
S2B_MSIL2A_20170825T093029_21_22,Serbia
S2B_MSIL2A_20180515T112109_67_9,Portugal
S2B_MSIL2A_20180515T112109_22_80,Portugal
S2A_MSIL2A_20170803T094031_52_45,Serbia
S2B_MSIL2A_20180515T112109_15_86,Portugal
S2B_MSIL2A_20180515T112109_2_85,Portugal
S2B_MSIL2A_20171016T101009_86_32,Finland
S2B_MSIL2A_20170914T093029_15_0,Serbia
S2B_MSIL2A_20180417T102019_57_84,Finland
S2A_MSIL2A_20171002T094031_62_1,Serbia
S2A_MSIL2A_20171002T094031_74_54,Serbia
S2B_MSIL2A_20171226T094359_60_90,Serbia
S2A_MSIL2A_20180430T094031_89_49,Serbia
S2A_MSIL2A_20171002T094031_64_71,Serbia
S2B_MSIL2A_20170924T093019_62_7,Finland
S2B_MSIL2A_20180515T112109_13_50,Portugal
S2A_MSIL2A_20171002T112111_6_57,Portugal
S2A_MSIL2A_20180430T094031_60_54,Serbia
S2B_MSIL2A_20180515T112109_40_20,Portugal
S2B_MSIL2A_20170825T093029_5_6,Serbia
S2B_MSIL2A_20170906T101019_61_58,Finland
S2B_MSIL2A_20170911T092019_13_44,Serbia
S2B_MSIL2A_20170906T101019_86_31,Finland
S2B_MSIL2A_20180525T94030_65_6,Finland
S2B_MSIL2A_20171016T101009_56_55,Finland
S2B_MSIL2A_20180515T112109_49_8,Portugal
S2A_MSIL2A_20170905T095031_56_39,Finland
S2B_MSIL2A_20170914T93030_45_81,Serbia
S2B_MSIL2A_20180515T112109_33_53,Portugal
S2A_MSIL2A_20170803T094031_70_52,Serbia
S2B_MSIL2A_20180515T112109_0_50,Portugal
S2A_MSIL2A_20180430T094031_73_15,Serbia
S2B_MSIL2A_20180515T112109_68_27,Portugal
S2A_MSIL2A_20171002T94032_42_86,Serbia
S2B_MSIL2A_20180224T112109_10_44,Portugal
S2B_MSIL2A_20171206T094349_88_23,Serbia
S2A_MSIL2A_20180430T094031_86_90,Serbia
S2B_MSIL2A_20180224T112109_10_72,Portugal
S2B_MSIL2A_20180515T112110_52_83,Portugal
S2B_MSIL2A_20170825T093029_63_51,Serbia
S2B_MSIL2A_20180515T112109_29_14,Portugal
S2B_MSIL2A_20180515T112109_48_41,Portugal
S2B_MSIL2A_20180515T112109_37_61,Portugal
S2A_MSIL2A_20171121T112351_45_51,Portugal
S2B_MSIL2A_20170911T092019_0_56,Serbia
S2B_MSIL2A_20180511T100029_45_76,Finland
S2B_MSIL2A_20180515T112109_12_32,Portugal
S2B_MSIL2A_20180515T112109_28_30,Portugal
S2B_MSIL2A_20180502T093039_18_83,Serbia
S2B_MSIL2A_20180204T094159_19_52,Finland
S2A_MSIL2A_20170803T094031_61_13,Serbia
S2B_MSIL2A_20180515T112109_57_51,Portugal
S2A_MSIL2A_20171208T093351_82_67,Serbia
S2B_MSIL2A_20180417T102019_78_39,Finland
S2B_MSIL2A_20180204T094159_21_46,Finland
S2B_MSIL2A_20180515T112109_21_77,Portugal
S2A_MSIL2A_20171002T094031_74_67,Serbia
S2B_MSIL2A_20170719T094029_87_83,Serbia
S2B_MSIL2A_20180515T112109_42_41,Portugal
S2B_MSIL2A_20180515T112109_62_40,Portugal
S2B_MSIL2A_20180422T093029_12_73,Serbia
S2A_MSIL2A_20171002T094031_81_40,Serbia
S2A_MSIL2A_20170813T112121_78_28,Portugal
S2A_MSIL2A_20171002T094031_90_5,Serbia
S2B_MSIL2A_20180515T112109_31_4,Portugal
S2A_MSIL2A_20171221T112501_19_56,Portugal
S2B_MSIL2A_20180515T112109_70_60,Portugal
S2A_MSIL2A_20170813T112121_62_81,Portugal
S2B_MSIL2A_20180515T112109_35_66,Portugal
S2B_MSIL2A_20180525T94031_52_49,Finland
S2B_MSIL2A_20180502T093039_38_26,Serbia
S2B_MSIL2A_20170924T093019_89_61,Finland
S2A_MSIL2A_20180430T094031_90_54,Serbia
S2A_MSIL2A_20180430T094031_88_34,Serbia
S2B_MSIL2A_20180515T112109_29_18,Portugal
S2B_MSIL2A_20180515T094029_44_69,Finland
S2B_MSIL2A_20180515T112110_32_36,Portugal
S2B_MSIL2A_20170924T093019_17_45,Finland
S2B_MSIL2A_20170906T101019_55_90,Finland
S2B_MSIL2A_20180515T112109_40_37,Portugal
S2A_MSIL2A_20171002T094031_59_33,Serbia
S2B_MSIL2A_20171016T101009_81_21,Finland
S2A_MSIL2A_20180430T094031_76_68,Serbia
S2B_MSIL2A_20180525T094029_5_44,Finland
S2B_MSIL2A_20170914T093029_52_31,Serbia
S2B_MSIL2A_20171206T094349_67_37,Serbia
S2B_MSIL2A_20170719T094029_86_84,Serbia
S2A_MSIL2A_20170803T094031_38_14,Serbia
S2B_MSIL2A_20180525T94031_30_31,Finland
S2A_MSIL2A_20180510T094031_16_33,Finland
S2A_MSIL2A_20180527T093041_13_29,Finland
S2A_MSIL2A_20180430T094031_55_68,Serbia
S2A_MSIL2A_20170613T101031_22_54,Finland
S2B_MSIL2A_20180515T112109_27_57,Portugal
S2A_MSIL2A_20171201T112431_12_15,Portugal
S2B_MSIL2A_20170818T112109_68_13,Portugal
S2A_MSIL2A_20170803T094031_61_55,Serbia
S2B_MSIL2A_20170924T093019_60_1,Finland
S2B_MSIL2A_20180522T093029_37_38,Finland
S2B_MSIL2A_20170825T093029_2_5,Serbia
S2A_MSIL2A_20171002T094031_71_47,Serbia
S2B_MSIL2A_20170825T093029_64_70,Serbia
S2A_MSIL2A_20180527T093041_73_11,Finland
S2B_MSIL2A_20180515T112109_10_85,Portugal
S2B_MSIL2A_20170924T93020_56_59,Finland
